ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,BLDGNO3,STREET3,STSUFX3,STATUS1,STATUS2,STATUS3,BLOCK,LOT,BORO_CODE
10016,18,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,862,63,1
10016,141,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A,ARTICLE 11, ,889,22,1
10016,142,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,888,55,1
10016,149,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,889,27,1
10016,155,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,889,30,1
10016,159,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,889,32,1
10016,162,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,888,45,1
10016,164,E 33RD,ST,482 TO 484,3RD,AVE, , , ,MULTIPLE DWELLING A, , ,888,44,1
10016,167,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,889,36,1
10016,200,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,1,1
10016,201,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,1,1
10016,205,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,6,1
10016,211,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,9,1
10016,217,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,914,10,1
10016,234,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,44,1
10016,236,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,44,1
10016,238,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,44,1
10016,244,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,41,1
10016,247,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,23,1
10016,252,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,37,1
10016,254,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,36,1
10016,256,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,913,35,1
10016,331,E 33RD,ST, , , , , , ,MULTIPLE DWELLING B, , ,939,20,1
10016,333,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,21,1
10016,335,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,939,22,1
10016,337,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,23,1
10016,339,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,24,1
10016,341,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,25,1
10016,343,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,26,1
10016,345,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,27,1
10016,207 TO 209,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,7,1
10016,221 TO 227,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,11,1
10016,300 TO 350,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,936,7501,1
10016,347 TO 377,E 33RD,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,939,28,1
10016,51,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,864,30,1
10016,58,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,863,51,1
10016,60,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,863,50,1
10016,120,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,889,68,1
10016,155,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,890,7501,1
10016,166,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,889,39,1
10016,208,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,57,1
10016,209,E 34TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,915,6,1
10016,210,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,55,1
10016,211,E 34TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,915,7,1
10016,212,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,914,54,1
10016,213,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,915,8,1
10016,231,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,915,20,1
10016,245,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,915,27,1
10016,300,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,1,1
10016,316,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,939,51,1
10016,318,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,50,1
10016,320,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,49,1
10016,322,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,939,48,1
10016,324,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,939,47,1
10016,326,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,939,45,1
10016,327,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,940,17,1
10016,328,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,939,44,1
10016,348,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,939,37,1
10016,401,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,966,1,1
10016,115 TO 125,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,890,11,1
10016,222 TO 230,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,914,45,1
10016,331 TO 349,E 34TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,940,7501,1
10016,20,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,864,7501,1
10016,32,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,864,48,1
10016,35,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,24,1
10016,107,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,7,1
10016,117,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,12,1
10016,128,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,890,73,1
10016,130,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,890,72,1
10016,131,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,19,1
10016,132,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,890,20,1
10016,133,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,20,1
10016,135,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,21,1
10016,139,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,27,1
10016,145,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,30,1
10016,146,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,890,59,1
10016,152,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE, ,890,54,1
10016,165,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,39,1
10016,166,E 35TH,ST, , , , , , , , , ,890,49,1
10016,200,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,915,61,1
10016,201,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,1,1
10016,211,E 35TH,ST, , , , , , ,MULTIPLE DWELLING B,COOP/CONDO PLAN FILE, ,916,9,1
10016,222,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,915,46,1
10016,240,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,915,38,1
10016,245,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,916,23,1
10016,250,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,915,36,1
10016,320,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,940,48,1
10016,324,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,940,47,1
10016,326,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,940,46,1
10016,330,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,940,44,1
10016,1 TO 3,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,5,1
10016,221 TO 223,E 35TH,ST, , , , , , , , , ,916,15,1
10016,26 TO 30,E 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,864,51,1
10016,4,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,69,1
10016,6,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,68,1
10016,9,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,866,9,1
10016,15,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,866,13,1
10016,22,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,53,1
10016,36,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,865,42,1
10016,110,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,891,83,1
10016,120,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,891,77,1
10016,127,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,15,1
10016,141,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,27,1
10016,145,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,29,1
10016,160,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,46,1
10016,162,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,891,46,1
10016,165,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,39,1
10016,200,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,916,61,1
10016,201,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A,EVICT COOP/CONDO, ,917,7501,1
10016,216,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,52,1
10016,220,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,50,1
10016,224,E 36TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,916,48,1
10016,225,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE, ,917,17,1
10016,226,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,47,1
10016,228,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,46,1
10016,238,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,37,1
10016,161 TO 163,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,37,1
10016,216R,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,52,1
10016,230 TO 236,E 36TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,916,41,1
10016,19,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,867,24,1
10016,25,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,867,27,1
10016,29,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,867,29,1
10016,104,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,80,1
10016,107,E 37TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,893,8,1
10016,109,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,893,9,1
10016,112,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,77,1
10016,114,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,76,1
10016,117,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,893,14,1
10016,120,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,73,1
10016,121,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,893,15,1
10016,143,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,893,30,1
10016,150,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,892,7501,1
10016,153,E 37TH,ST, , , , , , , , , ,893,35,1
10016,154,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,52,1
10016,155,E 37TH,ST, , , , , , , , , ,893,36,1
10016,156,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,49,1
10016,164,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,892,47,1
10016,207,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,918,7,1
10016,245,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,918,25,1
10016,303,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,943,1,1
10016,12 TO 14,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,866,67,1
10016,26 TO 32,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,866,7502,1
10016,309 TO 311,E 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,943,7,1
10016,22,E 38TH,ST, , , , , , ,MULTIPLE DWELLING B,HOTEL, ,867,55,1
10016,30,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,867,48,1
10016,35,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,868,7501,1
10016,36,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,867,45,1
10016,108,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,893,82,1
10016,111,E 38TH,ST, , , , , , , , , ,894,10,1
10016,137,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,894,32,1
10016,138,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,893,64,1
10016,151,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,894,38,1
10016,155,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,MULTIPLE DWELLING B, ,894,7502,1
10016,160,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,893,41,1
10016,210,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,918,51,1
10016,241,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,919,25,1
10016,243,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,919,27,1
10016,300,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,943,59,1
10016,301,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,944,1,1
10016,302,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,943,57,1
10016,304,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,943,57,1
10016,304 1/2,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,943,57,1
10016,308,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,943,52,1
10016,201 TO 203,E 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,919,1,1
10016,111,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,895,11,1
10016,113,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,895,12,1
10016,114,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,894,79,1
10016,115,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,895,13,1
10016,126,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,894,73,1
10016,127,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,895,19,1
10016,129,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,895,28,1
10016,235,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,920,21,1
10016,239,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,920,23,1
10016,240,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,919,14,1
10016,241,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,920,23,1
10016,243,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,920,25,1
10016,245,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,920,26,1
10016,247,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,920,27,1
10016,250,E 39TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,919,34,1
10016,330,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,944,10,1
10016,300 TO 314,E 39TH,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE,421-A,944,45,1
10016,114,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,895,82,1
10016,140,E 40TH,ST, , , , , , , , , ,895,66,1
10016,232,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,920,45,1
10016,242,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,920,41,1
10016,245,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,1314,21,1
10016,300,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,945,7501,1
10016,305,E 40TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1333,1,1
10016,95,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,882,28,1
10016,97,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,882,61,1
10016,100,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,883,20,1
10016,101,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,883,27,1
10016,102,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,883,21,1
10016,103,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,883,26,1
10016,104,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,883,22,1
10016,108,LEXINGTON,AVE, , , , , , , , , ,883,24,1
10016,115,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,883,66,1
10016,120,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,884,17,1
10016,122,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,884,18,1
10016,125,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,884,23,1
10016,126,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,884,20,1
10016,161,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,886,30,1
10016,231,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,889,65,1
10016,251,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,890,65,1
10016,264,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,891,23,1
10016,288,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,892,20,1
10016,303,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,893,25,1
10016,305,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,893,66,1
10016,316,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,894,18,1
10016,329,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,894,64,1
10016,331,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,894,63,1
10016,338,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,895,21,1
10016,171 TO 177,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,421-A, ,886,62,1
10016,80 TO 88,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,882,21,1
10016,90 TO 98,LEXINGTON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,882,69,1
10016,66,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,857,18,1
10016,80,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,858,14,1
10016,110,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,859,69,1
10016,121,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,860,22,1
10016,128,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,860,64,1
10016,159,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,862,24,1
10016,175,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,863,24,1
10016,177,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,863,63,1
10016,220,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,866,64,1
10016,238,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,867,16,1
10016,244,MADISON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,867,57,1
10016,4,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,863,44,1
10016,7,PARK,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,890,1,1
10016,15,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,890,5,1
10016,16,PARK,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,864,41,1
10016,20,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,865,32,1
10016,30,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,865,40,1
10016,40,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,866,35,1
10016,41,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,892,1,1
10016,49,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,893,1,1
10016,71,PARK,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,894,7503,1
10016,80,PARK,AVE, , , , , , ,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE, ,868,7502,1
10016,17 TO 19,PARK,AVE, , , , , , ,MULTIPLE DWELLING A, , ,890,5,1
10016,411 TO 413,PARK,AVE S, , , , , , ,MULTIPLE DWELLING A, , ,884,87,1
10016,455 TO 457,PARK,AVE S, , , , , , ,MULTIPLE DWELLING A, , ,886,88,1
10017,865,1ST,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1341,7505,1
10017,765 TO 767,1ST,AVE, , , , , , ,MULTIPLE DWELLING A, , ,1336,24,1
10017,763 TO 765,2ND,AVE,246,E 41ST,ST, , , ,MULTIPLE DWELLING A, , ,1314,28,1
10017,690,3RD,AVE, , , , , , ,MULTIPLE DWELLING A, , ,1298,36,1
10017,710,3RD,AVE, , , , , , ,MULTIPLE DWELLING A, , ,1299,37,1
10017,686 TO 688,3RD,AVE, , , , , , ,MULTIPLE DWELLING A, , ,1298,34,1
10017,314,E 41ST,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1333,42,1
10017,318 TO 324,E 41ST,ST, , , , , , ,MULTIPLE DWELLING B, , ,1333,42,1
10017,202 TO 204,E 42ND,ST, , , , , , , , , ,1315,44,1
10017,312 TO 324,E 42ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,1334,41,1
10017,151,E 43RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,1298,33,1
10017,153,E 43RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,1298,33,1
10017,333,E 43RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,1336,15,1
10017,315 TO 323,E 43RD,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1336,10,1
10017,328 TO 334,E 43RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,1335,39,1
10017,230,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1317,30,1
10017,279,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1318,22,1
10017,305,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1337,5,1
10017,307,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1337,6,1
10017,148 TO 158,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,1298,41,1
10017,308 TO 320,E 44TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1336,40,1
10017,132,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1299,48,1
10017,133,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1300,122,1
10017,213,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1319,7,1
10017,246,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1318,30,1
10017,251,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1319,122,1
10017,301,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A,NON-EVICT COOP/CONDO,1338,7501,1
10017,321,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1338,12,1
10017,333,E 45TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1338,7502,1
10017,140,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1300,50,1
10017,146,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1300,47,1
10017,150,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1300,46,1
10017,225,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1320,7504,1
10017,235,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1320,18,1
10017,240,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1319,7501,1
10017,241,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1320,121,1
10017,246,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1319,29,1
10017,300,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,1338,49,1
10017,303,E 46TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,1339,104,1
10017,310,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1338,5,1
10017,320,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1338,40,1
10017,330,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1338,35,1
10017,333,E 46TH,ST, , , , , , , , , ,1339,12,1
10017,228 TO 230,E 46TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,1319,37,1
10017,137,E 47TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1302,27,1
10017,225,E 47TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1321,11,1
10017,301,E 47TH,ST, , , , , , , , , ,1340,1,1
10017,212 TO 214,E 47TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1320,7506,1
10017,8,E 48TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,1283,64,1
10017,148,E 48TH,ST, , , , , , ,MULTIPLE DWELLING A,HOTEL, ,1302,43,1
10017,160,E 48TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1302,33,1
10017,230,E 48TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,1321,34,1
