ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,BLDGNO3,STREET3,STSUFX3,STATUS1,STATUS2,STATUS3,BLOCK,LOT,BORO_CODE
10002,101,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,27,1
10002,125,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,43,1
10002,126,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,54,1
10002,127,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,41,1
10002,129,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,40,1
10002,133,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,38,1
10002,135,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,37,1
10002,137,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,36,1
10002,139,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,35,1
10002,144,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,63,1
10002,152,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,67,1
10002,154,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,68,1
10002,158,E BROADWAY, ,30,CANAL,ST, , , ,MULTIPLE DWELLING A, , ,283,70,1
10002,160,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,283,71,1
10002,162,E BROADWAY, , , , , , , ,MULTIPLE DWELLING B, , ,283,72,1
10002,167,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,284,27,1
10002,169,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,284,26,1
10002,171,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,284,25,1
10002,189,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,284,16,1
10002,211,E BROADWAY, , , , , , , ,MULTIPLE DWELLING B, , ,285,20,1
10002,215,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,285,18,1
10002,217,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,285,17,1
10002,221,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,286,40,1
10002,243,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,286,29,1
10002,245,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,286,28,1
10002,251,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,286,25,1
10002,253,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,286,24,1
10002,137,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,422,48,1
10002,177,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,417,53,1
10002,179,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,417,54,1
10002,217,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,412,58,1
10002,250,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,397,63,1
10002,279,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,16,1
10002,283,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,17,1
10002,303,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,55,1
10002,305,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,350,56,1
10002,325,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,345,14,1
10002,273 TO 275,E HOUSTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,14,1
10002,2,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,293,28,1
10002,5,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,29,1
10002,9,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,27,1
10002,11,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,26,1
10002,13,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,25,1
10002,17,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,292,23,1
10002,19,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,22,1
10002,21,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,21,1
10002,24,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING B, , ,293,9,1
10002,26,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,293,10,1
10002,38,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,3,1
10002,42,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,4,1
10002,44,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,5,1
10002,46,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,6,1
10002,67,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,35,1
10002,73,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,32,1
10002,75,ELDRIDGE,ST, , , , , , , , , ,306,31,1
10002,81,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,28,1
10002,83,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,27,1
10002,84,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,307,11,1
10002,85,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,26,1
10002,86,ELDRIDGE,ST, , , , , , , , , ,307,12,1
10002,106,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,1,1
10002,111,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,46,1
10002,115,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,44,1
10002,127,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,71,1
10002,129,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,70,1
10002,131,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,69,1
10002,136,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,2,1
10002,138,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,3,1
10002,139,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,65,1
10002,140,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,4,1
10002,161,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,420,70,1
10002,163,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,420,70,1
10002,176,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,415,12,1
10002,180,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,415,12,1
10002,231,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,422,64,1
10002,235,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,422,62,1
10002,112 TO 114,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,413,4,1
10002,135 TO 137,ELDRIDGE,ST, , , , , , , , , ,419,66,1
10002,165 TO 167,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,420,69,1
10002,249 TO 251,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING B,COOP/CONDO PLAN FILE, ,422,7502,1
10002,54 TO 56,ELDRIDGE,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,10,1
10002,89 TO 91,ELDRIDGE,ST,289,GRAND,ST, , , ,MULTIPLE DWELLING A, , ,306,23,1
10002,11,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,24,1
10002,13,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,22,1
10002,15,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,22,1
10002,21,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,297,19,1
10002,23,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,297,18,1
10002,27 1/2,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,32,1
10002,29,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,31,1
10002,31,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,30,1
10002,33,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,29,1
10002,35,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,310,27,1
10002,39,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,26,1
10002,41,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,25,1
10002,43,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,24,1
10002,45,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,23,1
10002,47,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,22,1
10002,49,ESSEX,ST, , , , , , , , , ,310,21,1
10002,115,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,55,1
10002,141,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,63,1
10002,143,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,61,1
10002,145,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,61,1
10002,147,ESSEX,ST, , , , , , , , , ,411,60,1
10002,159,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,73,1
10002,149 TO 151,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,411,58,1
10002,153 TO 155,ESSEX,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,411,154,1
10002,28,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,292,10,1
10002,68,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,4,1
10002,70,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING B, , ,306,5,1
10002,72,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,6,1
10002,74,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,7,1
10002,76,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,8,1
10002,78,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,9,1
10002,104,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,34,1
10002,120,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,46,1
10002,122,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,47,1
10002,124,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,419,48,1
10002,146,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,420,43,1
10002,148,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING B, , ,420,44,1
10002,150,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,420,45,1
10002,100 TO 102,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,32,1
10002,62 TO 64,FORSYTH,ST, , , , , , ,MULTIPLE DWELLING A, , ,306,1,1
10002,276,GRAND,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,56,1
10002,327,GRAND,ST, , , , , , ,MULTIPLE DWELLING A, , ,309,13,1
10002,337,GRAND,ST, , , , , , ,MULTIPLE DWELLING A, , ,309,18,1
10002,25,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,2,1
10002,26,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,45,1
10002,27,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,3,1
10002,28,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,277,44,1
10002,29,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,4,1
10002,30,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,277,43,1
10002,31,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,5,1
10002,32,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,42,1
10002,33,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,6,1
10002,35,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,7,1
10002,37,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,8,1
10002,39,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,9,1
10002,43,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,11,1
10002,44,HENRY,ST, , , , , , , , , ,277,36,1
10002,45,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,13,1
10002,52,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,277,32,1
10002,54,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,277,31,1
10002,56,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,30,1
10002,58,HENRY,ST, , , , , , , , , ,277,29,1
10002,83,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,282,7,1
10002,91,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,282,11,1
10002,93,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,282,12,1
10002,105,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,49,1
10002,111,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,3,1
10002,113,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,4,1
10002,117,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,5,1
10002,119,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,6,1
10002,121,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,7,1
10002,123,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,8,1
10002,125,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,9,1
10002,127,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,10,1
10002,131,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,12,1
10002,133,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,13,1
10002,142,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,273,27,1
10002,146,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,61,1
10002,150,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,59,1
10002,160,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,54,1
10002,162,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,53,1
10002,164,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,52,1
10002,166,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,51,1
10002,168,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,50,1
10002,191,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,285,7,1
10002,195,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,285,9,1
10002,199,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,285,11,1
10002,211,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,2,1
10002,213,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,3,1
10002,217,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,5,1
10002,219,HENRY,ST, , , , , , ,MULTIPLE DWELLING B,ROOMING HOUSE, ,286,6,1
10002,237,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,15,1
10002,243,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,18,1
10002,170 TO 172,HENRY,ST, , , , , , , , , ,271,48,1
10002,173 TO 177,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,284,11,1
10002,19 TO 21,HENRY,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,55,1
10002,233 TO 235,HENRY,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,286,13,1
10002,44,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,16,1
10002,56,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,298,18,1
10002,83,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,308,28,1
10002,86,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,17,1
10002,88,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,17,1
10002,145,HESTER,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,1,1
10002,58 TO 62,HESTER,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,298,15,1
10002,26,JEFFERSON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,47,1
10002,38,JEFFERSON,ST, , , , , , , , , ,271,46,1
10002,17,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,298,25,1
10002,22,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,8,1
10002,29,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,298,18,1
10002,34,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,40,1
10002,36,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,2,1
10002,38,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,3,1
10002,40,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,4,1
10002,48,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,310,7,1
10002,53,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING B, , ,309,21,1
10002,65,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,408,21,1
10002,67,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,408,20,1
10002,69,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,408,19,1
10002,85,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,23,1
10002,87,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING B, , ,409,22,1
10002,109,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,25,1
10002,110,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,37,1
10002,115,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,410,23,1
10002,117,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,410,22,1
10002,119,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,21,1
10002,122,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,43,1
10002,123,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,410,18,1
10002,124,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,44,1
10002,126,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,410,46,1
10002,127,LUDLOW,ST, , , , , , , , , ,410,17,1
10002,132,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,75,1
10002,142,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,44,1
10002,150,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,ARTICLES 14 & 15, ,411,45,1
10002,151,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,23,1
10002,153,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,21,1
10002,163,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,34,1
10002,164,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,412,41,1
10002,165,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,33,1
10002,167,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,32,1
10002,168,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,42,1
10002,170,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,43,1
10002,172,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,44,1
10002,173,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,29,1
10002,174,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,45,1
10002,175,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,28,1
10002,188,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,412,53,1
10002,13 TO 15,LUDLOW,ST, , , , , , , , , ,298,26,1
10002,138 TO 140,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,411,42,1
10002,176 TO 178,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,412,46,1
10002,41 TO 43,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,309,26,1
10002,81 TO 83,LUDLOW,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,26,1
10002,75,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,1,1
10002,76,MADISON,ST, , , , , , ,MULTIPLE DWELLING B, , ,276,52,1
10002,81,MADISON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,277,4,1
10002,82,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,48,1
10002,84,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,47,1
10002,86,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,46,1
10002,93,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,10,1
10002,94,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,42,1
10002,98,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,40,1
10002,99,MADISON,ST, , , , , , , , , ,277,13,1
10002,100,MADISON,ST, , , , , , , , , ,276,39,1
10002,105,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,16,1
10002,106,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,36,1
10002,107,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,17,1
10002,108,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,35,1
10002,109,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,18,1
10002,110,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,34,1
10002,114,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,32,1
10002,115,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,20,1
10002,116,MADISON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,276,31,1
10002,118,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,30,1
10002,122,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,28,1
10002,123,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,275,27,1
10002,125,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,275,1,1
10002,191,MADISON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,273,17,1
10002,195,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,273,19,1
10002,197,MADISON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,273,20,1
10002,201,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,65,1
10002,207,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,37,1
10002,211,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,39,1
10002,217,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,42,1
10002,219,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,43,1
10002,221,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,271,44,1
10002,112F,MADISON,ST, , , , , , ,MULTIPLE DWELLING B, , ,276,33,1
10002,112R,MADISON,ST, , , , , , ,MULTIPLE DWELLING B, , ,276,33,1
10002,77 TO 79,MADISON,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,2,1
10002,13,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,280,25,1
10002,28,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,275,20,1
10002,35,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,21,1
10002,42,MARKET,ST,124,MADISON,ST, , , ,MULTIPLE DWELLING A, , ,274,38,1
10002,47,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,25,1
10002,53,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,22,1
10002,55,MARKET,ST,41,MONROE,ST, , , ,MULTIPLE DWELLING A, , ,276,21,1
10002,31 TO 33,MARKET,ST, , , , , , ,MULTIPLE DWELLING A, , ,277,22,1
10002,7,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,3,1
10002,9,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,4,1
10002,13,MONROE,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,276,6,1
10002,15,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,7,1
10002,21,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,10,1
10002,23,MONROE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,276,11,1
10002,25,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,12,1
10002,27,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,14,1
10002,37,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,276,19,1
10002,51,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,274,3,1
10002,53,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,274,4,1
10002,73,MONROE,ST, , , , , , ,MULTIPLE DWELLING A, , ,274,13,1
10002,10 TO 12,MONTGOMERY,ST, , , , , , ,MULTIPLE DWELLING A, , ,286,21,1
10002,102,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,353,49,1
10002,106,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,353,51,1
10002,111,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,353,32,1
10002,122,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,353,57,1
10002,135,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,354,29,1
10002,137,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,354,28,1
10002,141,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,354,26,1
10002,166,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,38,1
10002,178,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,44,1
10002,184,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,46,1
10002,186,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,46,1
10002,188,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,48,1
10002,190,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A, , ,355,49,1
10002,108 TO 110,NORFOLK,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,353,52,1
